CLASS-NAME,  STUDENTS ID, LAST NAME, FIRST NAME,   ANSWERS, LETTER GRADE,   NUMBER OF CORRECT ANSWERS,   NUMBER OF FALSE ANSWERS, NUMBER OF BLANKS, TOTAL POINTS 
cs-250 , 15331 , JRBKYQNP     , BNWNIDOEVB   , BBCCBBCAABBAACAAB BBABABBCAABAABACACCACBCAAACCAAACAAACCAAABABCBBACAACCBCACBCABCBAACCCBAACAABCAACC CA, D , 29, 69, 2 , 64.50
cs-250 , 18954 , IXTDES       , ORRJAQIJDP   , CCBCBCAABBAABCBBBAAACBBAABCBACBCCCAACBCABABBBABAACCBBCCCCBAABCCBCAAABBCCABBABBACBACABCCBCCAAAACCCCAC, D , 27, 73, 0 , 60.50
cs-250 , 17244 , MOWZC        , KDBPVOOLON   , CBACAACACBCBBAACBBCCACCCABBAAABCCBBBBCCCCACBAABABCABCCABCCAACAACACBBBCCCAABBBCCACBBCCCBABBBBCAABBBCA, B , 37, 63, 0 , 75.50
cs-250 , 11940 , EQHSLNFUVBJ  , BAKLBWX      , CCCCBBCACABCBBB BACCBACCACCBCCAABCABACBAAAAACCCBAAAABBBAAABABACABCAAACCCBBCCCBCACCCCCAABBCBBCBCCCCCB, D , 28, 71, 1 , 62.50
cs-250 , 14423 , MLPEL        , IGRID        , ACBBBCA CBBACBACABCACABCBCCCAACBABBBAABACBBA ACBABBBCBABBCCBBAAACBBBBABCBCBCBCACBCBACCCACACBBBBACAAC, B , 41, 57, 2 , 82.50
cs-250 , 15263 , XZPXSMAK     , AQGJRVA      , ACCABCBAABAABCBAACABACACBCCBCACCCCACBBCCACCCAACCCACABCCCAAACABACACBBCBBBCBACACACAAACCBBBBAAACACABCAB, C , 33, 67, 0 , 69.50
cs-250 , 12404 , TKZNHJ       , PTBKBVTG     , ABBCACAABABABAAABBBCBBAABCABACBBCACCBBCCAABCCCBCBBACABCBCACBACCABACCCAABCCBABCABCBCBCBCABBAABBCCCCAB, C , 31, 69, 0 , 66.50
cs-250 , 16316 , VCSFQU       , YZFTLNR      , BBBAACAABABCCABCACCCBBAAACACAAACACABCACCBAABACACBBABBAABCBCBCABCAAAACCACACBBCCCBCACACACABBCBBCBAABAB, C , 33, 67, 0 , 69.50
cs-250 , 10922 , VBSNS        , JESCZR       , CAACBCABCAABCCBAABABABBCABCABAAACABBCCCBAAACCACAABCCBBBBCBAAACACBCABBBABBABBACBACACBBCCBAACBCBBABCBC, C , 33, 67, 0 , 69.50
cs-250 , 10347 , QMJDWCVBZ    , HNIKUA       , C BBAABCBABACAAABABAAACBAABBABBBABCCACCBBBBCBCBCBBBABABABCCACCAACAABBAACBACBBBCBACABBCBCAA ABBAACAAC, B , 38, 60, 2 , 78.00
cs-250 , 18073 , QVRSSIVP     , CGBZNID      , CBBBACCBBBAACABCACBCBAACBBBACCCCABABCCCCCBABCCCACBAACABABAACBCAAACBAAAABCCCCBCACBABCBCBAACCCABCBBCBB, C , 32, 68, 0 , 68.00
cs-250 , 18240 , HHAFISKP     , ZFGNMONEJ    , AABABCBBCACBBAABACBAACAAAACAAAAABCCCBCCCCCBCBCAAAAAAABCAABCABAAAAAABCBACBABCCAAABBCAABACBCCAAABBACBB, D , 28, 72, 0 , 62.00
cs-250 , 12201 , INQEJBHSE    , TZQOVAXVA    , AABBBABBBABACABCABABCBAAABCACAABAABBAABCBABCACBACCBCCACAACCABABBBCCABAABCCABCCBCBBAACBAACCBACCABCAB , C , 35, 64, 1 , 73.00
cs-250 , 18750 , DIETVNIJ     , FWMKI        , CACBBBCACBBACCAACBCACBCCBACBCBBCACBBAAAA CCBBABCCBAABBCBCAABBBCBAACACBCABBAC CCCCB CCCACBBCAACAACACC, C , 31, 66, 3 , 68.00
cs-250 , 10255 , RTHND        , FENDTKANJWS  , AACCACABCBBBABBCCABABBBABBACBBBCCCABCBBAACCBABCAACAAACBCACBACBBCBABCABBCAABBBBACACBACBACCCBCAAABACBC, D , 25, 75, 0 , 57.50
cs-250 , 17185 , GOUXF        , KFXYE        , ABCBACCBBBABAABCCCCCBCAABBCABACCAACBBAAABACBABACCABCBAAAABAABBCBBCBCBBBBBBCACCBBBCAAABCCABACBCBCCCAC, D , 29, 71, 0 , 63.50
cs-250 , 15455 , SYVHAQBAZG   , PNTTYYE      , BCBAABBBCAABCCACACABBBCCABACCCACCCBACCCBAABAABBAAABACAACBABAACCCBABABACABABABCBA BBCABAABBBAACBBABAB, C , 32, 67, 1 , 68.50
cs-250 , 14133 , NPIHZRNH     , JTPWW        , AABCAACAAABBBCBBCAACCACABBAABABCACACABABBCACBAAABAAACCCBCCCCACBCACBCBABACBCACCCACCCCCBACABACCABAABBB, B , 38, 62, 0 , 77.00
cs-250 , 16461 , JQXAOYTZV    , NIFFDHO      , CBABAACBAACCCABACBACBAABAAAAAABCCCACCCCBAACABBCAACBBCAACCABCBBBAAAAAAAAACCBAACACBACBAACCC CBACACABCA, C , 32, 67, 1 , 68.50
cs-250 , 10889 , JSTTAYBF     , CTVHXLSJS    , CAACBBCBCBCBBAABACABAAAABCCABCCBBCBBCBACCCCABBABCABAABAA  B CBAABBCABBBBBBBCABABACCCCCABBBBCCBCCCAAC, C , 31, 66, 3 , 68.00
cs-250 , 17948 , MUIUYLO      , DLTIHISG     , CCBAAABCCABABCBBAABAAAACACBCBAAAAABCBBBBBABBCCABABCABCBCAACBBCCAABBAABCCCAAC ACBBCCBABCBCBCBBBCABBBA, B , 37, 62, 1 , 76.00
cs-250 , 17777 , MXXUZIIQI    , AAWHRVI      , ACABABABABCCCCBACBBCCCBBBCACABAACBAACBCCBCCCBACACAC ACCCB CCBBABAABCABCACCCABBBBBCCCACCBACAACCCBCBCB, C , 34, 64, 2 , 72.00
cs-250 , 10466 , TNUDWEMXG    , RMULJ        , CBAAABCACBBBCBAAACCACBCABAACAAAAABAABBBCBBCBBBABBCCABBABCBBBBBBBCCBCBCCBACBAABAABAACBBCCABBBAAABBBBB, C , 35, 65, 0 , 72.50
cs-250 , 10496 , BSMBDED      , BVXDFAKVOTI  , ABAABAAAABCACBABCAABCBBBBBCBACCBACAA CABBCAAAABBBAAABBBAACBCACBCCCCABAACCBAACBCAABCABCCACBABCACCCBCC, C , 32, 67, 1 , 68.50
cs-250 , 12023 , LRURMHD      , GSKKAROED    , CACCBACCCAABCCABCCCBBBCBBACACCBACACACBACABBA CCBBBBABACBACCCAABCBBBCBABBCABCCBCACCACABABACAABABBBCCB, C , 32, 67, 1 , 68.50
cs-250 , 14203 , FTALVSMW     , KIEIPIJMUWEVO, BBAAAAAABABBAABCAAABCACBACCACCCABAABBAAACABCBCACBBABACBAAACACABBACBACBABCBBACCBAA AABCBACCACBCAC CCC, D , 27, 71, 2 , 61.50
cs-250 , 19540 , USITDLEF     , JXUYF        , ACACBCACAACBBABCCACBCCBBBABCCABBAACABACCCACAACBACAAACACAABBCCBBCBBACAACCAACCACBCBCBAAAAAABBBBCBCAA A, C , 34, 65, 1 , 71.50
cs-250 , 17632 , FJIOGSX      , ABOYAYE      , CAB BABACBBBCCABCBBABABABBBBBAABAABCBBBCCBABACAAACCACABAABABCBCABCCCBCCBABABCAABBACACCACCCAAAB BCABB, B , 37, 61, 2 , 76.50
cs-250 , 15478 , SPFEOF       , JGXRAFD      , AAACACCCABBCBBBCBCBACAACABABACACBBCCBBACABBCAABCBBCCBABBBBCAABBBACCABCABACCABCACAABCBBCABCABABABAACC, C , 32, 68, 0 , 68.00
cs-250 , 10357 , ACUNQCVFJO   , ZFWIURK      , BCABBBCCBABCBCBCCBAACACBABCABBCAAAACBBACACAAAACBBB ACAACACCCCBCCBCABCCABACBBAABABCBCAAAACCCABABBBABC, C , 30, 69, 1 , 65.50
cs-250 , 15897 , AZWCWSJ      , ETTXGWSRKX   , ABAAABBBBACBAAAACABACBCBACABACCACCABCABAABBBBAABBBACACABCBBCCACCAABBBABABBBCBBCBAACACBCACAABCAACBBCB, C , 31, 69, 0 , 66.50
cs-250 , 15016 , FGGJAHNXSM   , IVXKORUQ     , BCBBABACABCABBACBBACAAABACCCACCCBACAAAACCAABACBAACAACCBAAABAABCCCBBABABCCAACABCCCCACABAACBCACABACBCA, C , 32, 68, 0 , 68.00
cs-250 , 18011 , IKJWSSQN     , FUZALRC      , BBCAACCCCBBAABAACCACCBBAAABCBAAABCABACBAAAACCCCAAAABBCACCABBCBCCBA ACACAACBBCBCACBCCAABABACAABBCACBC, C , 30, 69, 1 , 65.50
cs-250 , 11826 , DSNRXXUU     , CDJTQHEB     , ABBCBAABCABBCBACCBCBACBBAABCCCABCBCCABCBCBACBCABBCBABACCCCACBAABABCCCBCBAACBBABBCCCCBACACBA ABBAABCC, C , 36, 63, 1 , 74.50
cs-250 , 18937 , DQTHE        , HJOSZDO      , BCABACAC AAAAAABACBABACBBBBCCBACBCCCCCBA ACCAABBBCACAABBBABACCCAABABACCBACCBACABCAAABBACCCBCBCBABBBC, C , 31, 67, 2 , 67.50
cs-250 , 16814 , FXOPYTBCXKYY , ALUJGFP      , BBBCBBCBBB A BBABACBCACCABCCCCAAACABACACAACAACAABACBCABCCBABAAA CAAAABBBACABBBBAAABBCCBACCBCAABACBBA, A , 44, 53, 3 , 87.50
cs-250 , 17296 , LQQAQX       , DXTACJAF     , ABBBABAACABABABCCAAACCAABAABCAACBACBACBACAACCBABACBBABCBAACCBBBCABCCCCACBBCBACBABCACCAABC BACABCAACA, C , 30, 69, 1 , 65.50
cs-250 , 11272 , TQOZIBLJET   , AICHWK       , ACBCAC BBAAAACAAACABBCAABAABCACBAAAACCBCBCCACBBACACACBBBAACBCCAA BACABCABBABBBBAAAACABCAABBCBBBBABCC, B , 36, 62, 2 , 75.00
cs-250 , 11715 , YHKOFYT      , ILQBDFPTKAW  , BCCABBCACAACABBAAAACACBCACBBAAABCBBCBCBCAABCAABBBCAAAAACCACBBBCABCCAACBABBAACCBBACCACBAABBACBACACACA, B , 38, 62, 0 , 77.00
cs-250 , 19896 , USDVMRZ      , YGLIKXMLRCHH , BACCABBACBABBBBBACBAABAAACBCBCCAACCCAACAABABBBAAABAABBBACCBBBCCBBAAACCCCBAABAACBBAACCBCACABBBCBCABCA, C , 33, 67, 0 , 69.50
cs-250 , 14582 , TKBHHYS      , PMCCQTMER    , CABAAABCAAABBAABABBBAABCBBAACCBCCCCABBABBCCBBACBCBCBABACBBABAACCABCCBCBBBACCBCCAACCBCBBCACBBCCABCCBC, B , 39, 61, 0 , 78.50
cs-250 , 17637 , PIZPX        , YORPZPIJ     , CCACAABCCA CCBABBBBCABACACBCABBBCCABBAAABBACAABBBBCCB CAABBCABCBAABBBBBABCCAABBAABBABBABCBCAAACBCAAB, B , 36, 62, 2 , 75.00
cs-250 , 15280 , VNAJE        , GHEFHOW      , BA BABAAABBAACBABCCCBCACBBACBACACCCAABACA BCCAABAABCAACCBCAACBAABCAAAACCBCCBABCCABBCCCBCBACCAABACBCC, C , 35, 63, 2 , 73.50
cs-250 , 19421 , IIDQOEZY     , JEKJUK       , BBACBCBBBBBACBABBAACACBBACAACCBABBBBCBCAAABBBAACBBAACBACBBCBCCBBCBBBCAACCABACCCCBBCBCABBAABACBCCACCB, C , 36, 64, 0 , 74.00
cs-250 , 12923 , MGFXLME      , EFGMJLIO     , BCABAAAAAAACCCACBCCABBBCAAACCBCBCCBABCCBBCCCCCCCACCCCCCABABBAAACAAACBCBCBBBABCBBACAABAABBCACBCAAABAB, C , 36, 64, 0 , 74.00
cs-250 , 19616 , MYHMPYCY     , LAGEBOQ      , ACBAACBBCBACBBBAAABBBBAABABCABCCB CCAACAAABBACCABCBCAAAABCCBBBCBAAAACCCCCBCACCBCCBBCBCCBBBCAAACBAABC, D , 23, 76, 1 , 55.00
cs-250 , 16181 , SBJPI        , GKOKPBHXMB   , BCABBCBBCAABCBACA BBBACABCAAAABACABAAABBCBBBCCBBABCCBACCBAABBABBCB ACACBABBCCACABCCBACABABBBBABABAAA, B , 38, 60, 2 , 78.00
cs-250 , 11432 , PBPIKC       , RPORKT       , CACBACCCBBBCCCBBBCBBBBCABACCCBBACBCCACCACACCBBBAABBABCBBCBBCBCABCCBACCACBBBCCBCCACACCBCCCABCBBCBACAC, C , 34, 66, 0 , 71.00
cs-250 , 11963 , POLLNV       , PXHHDBN      , BABCACBABBCBBAABCCABCBACBCCBBBABAABAABACAACABBACBCBACABCBABC BACCBCACBCAACACAACABCACCAACABBABCBCABBB, B , 38, 61, 1 , 77.50
cs-250 , 14722 , XXYIEGOCT    , YZFXRQB      , CBBAACBABAAAAABBBABBABBBAABACACACBAACCCCAAACAAACAACBBACBBBBBBCBBBABABBCBBCBCCACCBBACCCCBCBACABCBABAC, B , 43, 57, 0 , 84.50
cs-250 , 14013 , JIZJZW       , UVAGTLYOY    , BBBAACBBCBAACCBACABBCCBBBBBCBABACACABBBCCCBCACCAAABBBCABCBBABABCABBCCCB CBCAABACBBACAACCBCBCBACCABAA, B , 39, 60, 1 , 79.00
cs-250 , 17773 , OFHBUJU      , CDQTSNMMA    , BCAABBBCCABACB CBCBCAACBBCBBCAABACBCABCCAABCABBBABABBCBBCAAAABCCACAACCCCBABBCACBBBACAAACACACCBCCCBBB, C , 36, 63, 1 , 74.50
cs-250 , 16664 , URBIM        , OFVQCWAVUY   , CACCACBCBABCCBAAABCCACCAABAACAACBCAAABCBBACCCCCABBABAAACBBCCABBABCBBCAACABABBCACCCBCCBACCBA CBCAABAC, B , 37, 62, 1 , 76.00
cs-250 , 17428 , ONJKOLUXX    , TVZTWF       , ACBBBA AAACBCCAABBCBCCBAABBACBCBCABCAAABACCAACACACBCBCCCAACBBCCCAACAABCCBCBBABBCCACABACCBABABAABBCBC, C , 34, 65, 1 , 71.50
cs-250 , 18742 , JDNCIS       , UMYMAJTN     , BCAAAAABBACABBABACCCACACBBCABBBBCABCCCBABCBABACBABACBBBCCABBCACABAABBBCABABCABAABBBABCACBABACBBBBCCC, C , 31, 69, 0 , 66.50
cs-250 , 10286 , RLOPOH       , FYBBJX       , AAACACBBABACCAABCCABCACAACCCCCBAACCBBAACABBBCACCABBCCAACAAABAAACBCACCBABBCABBABABCBBCBBCCACACCBBACBB, C , 32, 68, 0 , 68.00
cs-250 , 10508 , JDTRDG       , MZFEUKI      , BBAAAAACABCACAAABBBBACBCABBB CBABACBABBACCACABCBBABAAABBAAACBBACBAACBBCCAABBBBAABBABCCACCBCCCABCCABB, C , 34, 65, 1 , 71.50
cs-250 , 14954 , BLBDJQQIH    , UPARKMF      ,  CAC BA ABCAACBAAACBCCBCBC CCBCBBAACCBCBBBCACCBBCCAACACACCAAABBBCBCACABBCBCCABC CBBBBBCCACBCABBCCBBC, C , 34, 61, 5 , 72.50
cs-250 , 10858 , OQMRNYZ      , REUPOUFF     , BCABBCACABBACBBABCCC CAAACBBBCBABBBBCCAAAABCBBBCCCCCACAAABBACCACBC BBAABAA BBAACBAACACBABAAABABCCABC, C , 35, 62, 3 , 74.00
cs-250 , 10224 , JUQUCXG      , QYICIU       , BAACBBCCABAAACBBCCBBCBACAACAAACCCBBCBCAACCAAABBBCBCACCCCCACACBBCABAAABBCAABBBCBCABACCACAABAABAABCBCB, B , 37, 63, 0 , 75.50
cs-250 , 14126 , JDRAOOJUCK   , PSKVSHH      , BBACABCCABCBCABABBCBBABABBAACCBBCBABCCBBAABCBBCABC A AABACAABABAABCBCCAABAAACCA CBABCCAAAABCAAACAC B, B , 37, 59, 4 , 77.50
cs-250 , 12033 , BYKEL        , HCJJPX       , BAAABAABAAABCCBAAABCABCC BCCAABBCCAAACABCCCAAACBAACCBAABCACBBACACCAABABACBACAABAAACAACCBBBBCABBABCBC, B , 37, 62, 1 , 76.00
cs-250 , 12849 , VILNFYM      , TPHKGPO      , CBCABABAABAACBBCBACCBACCBCCACBBCACBACCCABCAAABCACAACAAABACCCABCABCCACBAABBCCCBAABABCBBCBCCCACBACCCBC, C , 30, 70, 0 , 65.00
cs-250 , 15370 , CIBXQSLCOB   , FRXOFMKER    , CAACAACBABBAAABCCBAAABACACAAAABABCBACBBCABBACCCBBACAABCCCABCCACCAAACABAABBCBBBBCBACACBBACBCCBCBBBAAC, C , 32, 68, 0 , 68.00
cs-250 , 12484 , YASSYUN      , DKQUIGMVS    , BBAAABCBBABCCBABAABAC CCACCCCCBACABCBABBAACC BABCBCCACBCCBCCABCABCAABBCAABABBABCACCCBACAACAAAACCCACB, D , 28, 70, 2 , 63.00
cs-250 , 14117 , FCDTCVEPB    , KRJAVK       , ABAABBBBABBCACACABAAACACABACCBCBAAABBACBCAACBCABCBBCCCCCCBAABBBBBACCCABACACAABCBAACCCCACCCBAABCBCCCB, D , 24, 76, 0 , 56.00
cs-250 , 11365 , KLXFJS       , ISLDILPUO    , CABCBCBBBBCCCCBAACAABACAAAC BABAAACCBA CCBBBACABBCCBACBBBBCAACCCBBABBCBACABBAACACABCABABACBCCBBCCBAC, C , 34, 64, 2 , 72.00
cs-250 , 18046 , GSKMBMVLMR   , SLPFYISBK    , ABCAACBABBCABAAACCB CCAABAB AAAACBBAAABBACBBCBCAACAABBCACACABABBABABCBCBBCCCCBAACAAACBBACACCBCBBBBCA, D , 29, 69, 2 , 64.50
cs-250 , 11576 , IVDZYWRNTX   , AZQACICIV    , ACAABCBCBBBCAABCABBCCBACBABCCABAABCCAABCCCBBACAACCAACBCBCCAABABAABBABACBCBCABCACBCABCBBCBCABCBBBBBCB, C , 35, 65, 0 , 72.50
cs-250 , 11174 , ERATOC       , NKZIKN       , BCBAACACABCCABAAACBCCBBCBCCBCBAACAAABAAABCCCAABACBBCAAABCAACAAACBCBACAAAACAAABCABCBAABBCCABACBBABBAA, C , 31, 69, 0 , 66.50
cs-250 , 16710 , GSVKD        , PULGWHLPBD   , ACBABBBCBABBBBABACCABCBCAACCCBAACBABCACABCCAACCBAACABCBBCBABCCCCAAABBACBCBABCBCCBCBCBC AAAAA BBBABBA, C , 34, 64, 2 , 72.00
cs-250 , 12027 , NLIWPDFYI    , LKEHWDVYZ    , ACCBBCCBBBAACAAACCACCCCCBACCBABBCBCCCAAACCAAACCBACABAACABBAABACAACBACBBCCC BCABACAACAABABBBAAABAABBA, B , 37, 62, 1 , 76.00
cs-250 , 17934 , YYIWEBB      , ZAHTXIQH     , CBCAABAAABCCBCAABBBACAABACCAA CABCCAACBBCCCBBBBACABCCBCABCBCCBBCBCAACCACACCCBCAABCCACABCCC BACCAACCA, D , 28, 70, 2 , 63.00
cs-250 , 11964 , IMLWUVS      , WRZESQNA     , CCCBAACBAABCACABCBB CCCAAAABBCBBBCCCACABCBACBBBCAAAAACACCBCBABCBCCABBBBABAACAABACAACBAA BBAABAABAACC, C , 35, 63, 2 , 73.50
cs-250 , 17951 , JGGSGGIMNGPE , JWTZZFFZQ    , CCBCBCBCBABCCCACBBABCAABAABCBBBCACAABCABBACBACBCCBABABACCBBAAAAABCAAACCACCBAACACBCB BCABACBCBACACBAB, C , 35, 64, 1 , 73.00
cs-250 , 16626 , FOJBDL       , OZNNWF       , AAABAAACBBCAAABAACABACAABABCACCCBACCBABCCCCCBAAB CCCCCBCCCACACBBAABCABBABACBBACBBCCCCABBBCCBBCBBBAAC, C , 36, 63, 1 , 74.50
cs-250 , 18325 , NSOKPAB      , URUPIWJTEH   , CBCCABBACACCACBABCCBAACABBAAAACBCACBBCBAAABAACABCCCBCCCCBBABBBBACBAACBCCBAABCBCCCB ABBBCCACBCCABCBAC, B , 37, 62, 1 , 76.00
cs-250 , 15864 , OYNXVWYKVS   , VQBCOINF     , CAABACAABABAABAACAACABBBAACACBBBBBBCCCACBABABACACBAABBAABCAABACACBABCCCABBABACAACACCCBBCACABBAABABAA, B , 40, 60, 0 , 80.00
cs-250 , 11529 , PDPALQUW     , UELFSZJE     , BABCBACCCAAAAAACBACAACABAABAABAACCBCACABCCBCCCAACBABACCCBACBCCAABCBB CBAAACCABACCBCCCACABCABBABCAACA, B , 40, 59, 1 , 80.50
cs-250 , 14104 , SIXFWRAGE    , YDXVBYL      , CAAAABBBBAACCABCCAACCBAABBBCACBCAACCCBBBABCBCBBCABABCBBBCACABBABAACBAAC ABAACCABCCBBBAACBCBCCAACBCBB, C , 30, 69, 1 , 65.50
cs-250 , 14204 , JQVRDUDP     , FBWMBCMZ     , BBAAACAABBBBAAACACBBCBCABABABBBAAACCBABACBBABCBABCCBBABCCBCCBCABBACCCBBCCBACACAAABACBBBAABCBCACBBBCB, C , 31, 69, 0 , 66.50
cs-250 , 17853 , FEPVWW       , RZFZUYW      , CABCBCCCBBCACCBBCBAACCAAABAACBBCCBCBABCCCBCAABACABAACAAACBCAABCBCCCBBCCCCCBBCABBCCACCCCBBACBCCBBBCCA, D , 28, 72, 0 , 62.00
cs-250 , 18718 , CHRGSRD      , NNSOAAS      , AAACACABCBAABCACCBACBCCCBBCCBACAACBBAACABCCAABAABACCBBBACABCABBBAABACCCACACCACCABB BABACBAAAAABAABAB, C , 32, 67, 1 , 68.50
cs-250 , 12235 , PHONW        , AQMTON       , BACCBCCBABCBBABACBAAAABBABCACABCBAACBBBACCBCBCACACACCCBABCBACCAABAAACABABBBBACCCB CCCBCCCABCCABCCBCC, D , 28, 71, 1 , 62.50
cs-250 , 16598 , QPCSLGLUCC   , LJTHW        , BAACBBCACBBBBBACBABAAAAAAABBCABBCBBCCCACBCBABACCACCCAACACBCCACABAABBACBB ABACBBABCAACBCAABACABAAABCA, C , 36, 63, 1 , 74.50
cs-250 , 10319 , QTTSFDYM     , XPPMHLJZFZ   , CCABBCBACBAAAAABABCCCBBBACABBCCBABCCBCCBBACBCCCBBABBCBACCCBC CBBCABCACCACACABACCCCAAAACAABCCCCACBBBC, C , 36, 63, 1 , 74.50
cs-250 , 17681 , JAWYDTY      , EEPEHQB      , BACAABAABABCAABCAACABBBAAABBBBCAABBCAACABABABBBAACBACCABABCBCBCACABCBACCCBABCABCCCCCACBCCABAACBCBBCB, C , 33, 67, 0 , 69.50
cs-250 , 10328 , EPSJEQECFF   , YBLVZXP      , CCAABAABABACABAAABBBABABABBCABBCAAABBCBBACCBBBCBCBABCACAABABBAACAACACBBABCCABAAABBCCACCCBACACCCCACBB, C , 32, 68, 0 , 68.00
cs-250 , 13841 , HYMYDCS      , VXBTLV       , BBAABBCACABCBCBAABACCAAABACCBCACBABBAABAAACCBAAB ABAAABCBCBACAACBAACCCCBABBBCAA BCBCACCAACCBAAACBBAC, D , 28, 70, 2 , 63.00
cs-250 , 11147 , QZOCMQW      , CULPDGD      ,  BAAABCCBABCCAABCBBBCCCCABBCCBABCACBBBBBAB BCAACABACCBBCABA BACCBCBCBABAABBCABACBBBACACAAACBBBCAACAA, B , 38, 59, 3 , 78.50
cs-250 , 18220 , RTPBNBL      , AUUXZQ       , AC CBBBBBBABCABABBABCCABABCABCCAAAABBBAACBBABBBCBAABABBBCABCBCBCCBCABACAACCAAAAABACCACCAABBACBBAAAAB, C , 35, 64, 1 , 73.00
cs-250 , 13116 , ZEASLQY      , UCPTLVJC     , CAACBA ABBABCCABCCACACBCBAABCCBBCCAABABABCBCBBB ABAACBABBCCCB CCCCAABBBBAACACCCBCBBBABBBABCAACBACBBB, C , 29, 68, 3 , 65.00
cs-250 , 10420 , YHBFRXX      , NQBIKH       , ABBABABBBACCACA ACACBBCBABABBAAAAAAABCCCBABBCBBBBAABBAABCAAACBACBACBBCBBABBBAA AABCAAACBBBBABCCAABBC, C , 35, 63, 2 , 73.50
cs-250 , 14071 , HPAFXF       , LPWONNYY     , A ABABCCAB BAAACCCBAACBCAABBBCBBCABBCBBBBACAABABCABBBBAACACCAAAABBCBCA AAACBCAABBBABCBCBABCBCCBCBBCB, C , 31, 66, 3 , 68.00
cs-250 , 19450 , QKWRMDVWA    , ATENCD       , ABBAAACBAAACACACCACCABABA AABCCCCBCCABBABACACCAAACACBCAA AAABACACACACCCACACBCACBCCBCCABCBBC BABCCBAC, C , 29, 68, 3 , 65.00
cs-250 , 10105 , FTWTGGLGNV   , GRGKC        , CAACABBBAAACACBBBABABACCACCBCAABABAABACACBBCCBCABBBBCBCBBCAAABACCCBCAACABCCABACBBAACC CABBACABBCCACC, C , 34, 65, 1 , 71.50
cs-250 , 10615 , KXBIHBHH     , SSVECZDU     , BBCABAABBACBCABBBBBBABBCBCABAABBBBCABCBCBBBBCABACBACBCCABAACBBBCCABAAAACBBCAAAABCBBCA BBCCBBABCAACAB, B , 39, 60, 1 , 79.00
cs-250 , 15035 , WNKPHNFF     , MVVRQCDA     , BCCCACAAABACAAACCCACAABBBBAAABBBCACCBBAACBAACAAAABACBABCAACCAABCBACABBAAABCCCACACCBBBBABBBABCCBBBACC, D , 25, 75, 0 , 57.50
cs-250 , 17862 , RYWASIIC     , HMQVEHCAY    , BCAAAAAAAACBCBBCCBCABACABCCBACAAABABCBCCABABBBCCAACBAACACABABAABACCBBBABCAACCACCCBACBABBACBACBBBAACA, B , 37, 63, 0 , 75.50
cs-250 , 11052 , LEXFPAVF     , YWUEBL       , ACACBCBAAABABAAACAAACCBCBABCAACCABACCAABABBBAACCACBCB ACCAABBBACCACCCACABAACBABACAAAAB CCCCAAACA ACC, B , 39, 58, 3 , 80.00
cs-250 , 10279 , ZAFYVOSIUDS  , GRIDVAD      , BCAAAACCABACAABCCCBCBBCCBAABB BCBACAACACACCCAABBACACBBACCBCACABBCABBACBCBAAABBACCBCBCCCCACBBBAAABBBA, C , 36, 63, 1 , 74.50
cs-250 , 15185 , WIKTJTE      , FNCZBIR      , AABA BBBABCBBABBABABBCBCACBCAABCBABCAABBBCCABBCBCAAABACBBBACBBACBABACCACBCCAAACCABBCCAAAACAABAAAAACB, B , 40, 59, 1 , 80.50
cs-250 , 18324 , YBVLVPVAE    , CYNWROAG     , BBCAACABABAABCABCACACAAAAAABCCBAAABAAACBCBCCBBBCBAACACACCAACBABABCCBCCAAACABBBCBAACACABACBCBBBBBAABB, D , 24, 76, 0 , 56.00
cs-250 , 11485 , MRLEHSHW     , WWHEQBNJ     , BCCAABACAAAAAAABBBABBAAABCBACCBA BACBAABCBABABCBBCCABABABBC CAABCCABABBCBBCCBCBCCBABAAACAACABACCCBAA, A , 43, 55, 2 , 85.50
cs-250 , 10698 , RRIFEMJ      , WLPWQDK      , CBCAACAABABCCBAABACBCBBBBBCBCABBBABACBACCACCAAACABCBBAABAACACCBBBCCCBACCBBCBCBCBCACBBCCCABABABABAACC, C , 33, 67, 0 , 69.50
cs-250 , 15752 , KYQCMZNZU    , NFAKZZC      , CCCBABCAA ACAABCAACBCBAABACCBABCABACBCBCBABBCBCAABABCCABAABAABACAACBBCBBCCACBABBCACCABCCACBBCAAABABA, C , 34, 65, 1 , 71.50
cs-250 , 10398 , BZQXWUO      , HRBUY        , CCACAABBAABAABABCBCAACAAABCABBABCCCCCCBBCCCBABCBABCCAAABABACACAABBBCBABCBAACCCBABACACBACABCABBACACAA, A , 47, 53, 0 , 90.50
cs-250 , 15111 , YQMYAQXP     , QDADIK       , CACAACACBBBABBBAABACCBCCABCCCCABBCBACAABAACACCCACCBCCBBBBACACCCAABAACBBBBBCBCB BABACBCACCAACABBACCAA, C , 33, 66, 1 , 70.00
cs-250 , 14224 , POUMGST      , QIXZPXPJVM   , AACBAABBCBCBCBBABCABBACCBBCCAACABCCAACBACCCBBCABBCABCBB ABACBCAAACCBCCCBCBBCACCBCBABCBBBCCABBAABCBCC, C , 36, 63, 1 , 74.50
cs-250 , 18863 , DKHRGKQJ     , EMKVSBVG     , CCCBBCBAABACBA ACACBBBCAABBBCCACACBBCBABBBCAACCABCAAABBCAACBBB BACACCBBAACCBABACABBBBBCBAAACBBAAACBA, D , 26, 72, 2 , 60.00
